index,voted
0,0.683653710503707
1,0.894621083247011
2,0.4446714864448589
3,0.15481693468132815
4,0.7246278479431302
5,0.4369365997518166
6,0.8752956528192937
7,0.7681066320956678
8,0.2995456232937607
9,0.5762276972725999
10,0.3906625806159141
11,0.6361941945669697
12,0.4086657160461028
13,0.6138621898020467
14,0.4082789909179878
15,0.9791340285753052
16,0.8920031353006446
17,0.3228378529679088
18,0.4317111597888961
19,0.43884029385737766
20,0.5591506503573958
21,0.403194941967156
22,0.18218479617178762
23,0.2925206006244521
24,0.7763214531711805
25,0.11538177591622814
26,0.978688802393687
27,0.4144124081426369
28,0.5170740761371448
29,0.26133338334113565
30,0.4498054882176778
31,0.8605542185463313
32,0.346399767219317
33,0.4801402112263109
34,0.584311786313651
35,0.30677170734271386
36,0.35914704580096013
37,0.4712041837301748
38,0.4318115866934938
39,0.3218302673913147
40,0.43208073822927645
41,0.9342347730356838
42,0.9018343605311014
43,0.7263751973715722
44,0.9733688444906164
45,0.3671328679957826
46,0.6497401005579799
47,0.97330343943874
48,0.3092433648792351
49,0.9426375706465684
50,0.14883431128580288
51,0.9376404329569514
52,0.5616403223064351
53,0.9224731779645403
54,0.9865739903239819
55,0.47124335311423604
56,0.6276684309521244
57,0.7872175430704708
58,0.7624746037697012
59,0.4005358897889449
60,0.9405413386665133
61,0.5633136835802206
62,0.6500813679709092
63,0.44040842788073153
64,0.3402020218316845
65,0.8240458531867314
66,0.3320963628038565
67,0.1562219559323756
68,0.39243028029990074
69,0.5854723189911053
70,0.2427979310302822
71,0.39204569323563637
72,0.32675477421556604
73,0.8733326327430946
74,0.9058211943810718
75,0.4811459559364903
76,0.6944422593995299
77,0.26139182290934704
78,0.5204366570961064
79,0.4063967573311259
80,0.9783226516092727
81,0.5132145898301088
82,0.4596510708311603
83,0.3426550957783301
84,0.7769247329059653
85,0.46771632481182235
86,0.8565194581961126
87,0.3766269846867174
88,0.3033136847372939
89,0.7271527277268932
90,0.9895762102254855
91,0.32323841265968045
92,0.23375499247649437
93,0.3653286604561451
94,0.4795206868998626
95,0.9206812186236772
96,0.3969330648024613
97,0.9310497354425715
98,0.5012794848101996
99,0.5174114289475171
100,0.18228846003602672
101,0.4320335930102843
102,0.7764305594022627
103,0.21718377913518452
104,0.1470065171873057
105,0.42645501431346294
106,0.3152006466982583
107,0.44413296798306895
108,0.7183643012685677
109,0.21548246175135052
110,0.7187738425135062
111,0.24806094349021732
112,0.8774644814999208
113,0.8677675847093516
114,0.8907213287770718
115,0.9846989238627004
116,0.6451517042076893
117,0.2569291736715484
118,0.28250285764248717
119,0.25002982353210224
120,0.26337020700910685
121,0.7812491136389125
122,0.981419119429798
123,0.2418188082119439
124,0.2804017874827996
125,0.4823226151496661
126,0.9725047076115164
127,0.9057584594211265
128,0.9810560949039702
129,0.4274121202250255
130,0.29643714171871755
131,0.3361268107217224
132,0.2432905889325097
133,0.8288860313588422
134,0.9800612631966275
135,0.9600831971184145
136,0.341979582552186
137,0.7705238166908656
138,0.3726542213794425
139,0.9804658565069786
140,0.40555005325155524
141,0.8173406381235808
142,0.2301524499801591
143,0.4014792657097851
144,0.525565718019337
145,0.22201743123679837
146,0.8643301464161902
147,0.39292555429680553
148,0.4591404223427091
149,0.5554035053353003
150,0.34929455713262847
151,0.3587539735485562
152,0.7221466902793776
153,0.48748955561349927
154,0.7525490737155844
155,0.5135587904398169
156,0.9209218898915602
157,0.4932371233854622
158,0.9863551327204644
159,0.49592649148235046
160,0.8716163640129789
161,0.4221724961365273
162,0.2971110057363618
163,0.48879121487398053
164,0.7475757301176715
165,0.45466901852509845
166,0.47428297662766217
167,0.8713514315918748
168,0.37415660786112004
169,0.9832291352208893
170,0.9859407511563218
171,0.3979141523139702
172,0.3602629985840169
173,0.8494067405244852
174,0.8058647967820408
175,0.7355808004562117
176,0.8825255508675777
177,0.33334611450873436
178,0.14001974669096126
179,0.9751200826621842
180,0.9682135768644523
181,0.5739182796795232
182,0.9406157743262911
183,0.3357225595013263
184,0.23119265499358682
185,0.32972654379554983
186,0.6412140716641674
187,0.771737877332308
188,0.7373008654347357
189,0.5362536028252043
190,0.6736720805944694
191,0.6282181806207847
192,0.7241325021199133
193,0.25866387542869135
194,0.3459464551244617
195,0.34399092494833855
196,0.3970082950535927
197,0.2187442176292987
198,0.3422868270157523
199,0.4054516713867454
200,0.36784737989908234
201,0.511645593766914
202,0.3095164423695428
203,0.15012774597813933
204,0.980584038956035
205,0.2559186671527456
206,0.39410072469186447
207,0.3329427079134337
208,0.2261073982634499
209,0.8288902316346852
210,0.9730303424273172
211,0.504979362333484
212,0.28966747109258234
213,0.9798510186355149
214,0.2928644380343015
215,0.4935505336730657
216,0.7526165955497327
217,0.26000951438330977
218,0.2766678312871229
219,0.21036194941150627
220,0.2727877049653466
221,0.35962778805934204
222,0.8821060824814709
223,0.2841562179071438
224,0.44789268104555835
225,0.2828216288093995
226,0.4526540659053485
227,0.9855634268529012
228,0.4682949476182912
229,0.4362670708422891
230,0.3775671710322096
231,0.44596488146174207
232,0.31959097659310454
233,0.8559166840720456
234,0.9756380367036926
235,0.8268735944698266
236,0.968747290359343
