index,voted
0,0.7012569101937564
1,0.8127545919042131
2,0.47256100002616314
3,0.2655164706438769
4,0.7191322726697641
5,0.5292600591039721
6,0.8936016134980714
7,0.6109630890602671
8,0.31283058928574553
9,0.5206118428864421
10,0.3610355779908307
11,0.7266143876490299
12,0.4802686592473962
13,0.5390545957333307
14,0.3888051452335053
15,0.933942296480382
16,0.802286184933959
17,0.3491873941002604
18,0.43211290657208384
19,0.49307451633917915
20,0.524052686828195
21,0.5046012224062933
22,0.25270523968282105
23,0.32418117003142616
24,0.6914774348476392
25,0.26719536854265574
26,0.9263615206520411
27,0.48278616507430944
28,0.42903359839988914
29,0.3190525218343951
30,0.4844700226454539
31,0.7579278965281292
32,0.3242631671491746
33,0.5100389251201688
34,0.5052417007170195
35,0.26608890035050486
36,0.3842805069410622
37,0.494136539628647
38,0.4058616559330435
39,0.3887792604572615
40,0.43701504051904766
41,0.9161184281161184
42,0.7877778341239963
43,0.6439773346084561
44,0.9280152342639157
45,0.34158303126712647
46,0.7260520554538717
47,0.9265069828550975
48,0.40557346928545296
49,0.8525825557671599
50,0.28988918069078706
51,0.8790139179960427
52,0.449663202046787
53,0.8336517471047064
54,0.9583323831865203
55,0.5732078599913115
56,0.5870295826866915
57,0.619443216194859
58,0.8035498294612123
59,0.382925173690833
60,0.8465149739338882
61,0.5447327344025678
62,0.5376883510096072
63,0.5507415950182493
64,0.36242076884323254
65,0.7189505224718552
66,0.3564229532070162
67,0.28793836496456415
68,0.4440199556264299
69,0.5370895066338365
70,0.3201786230693125
71,0.5091737290336172
72,0.3613937603566642
73,0.7589784222564756
74,0.8649063843576515
75,0.5603827558925144
76,0.6364053481619604
77,0.26823371735232215
78,0.5612580321287268
79,0.39006820004907167
80,0.9385464104315263
81,0.43886098458283573
82,0.463940491038205
83,0.3529795909546439
84,0.7726104731158608
85,0.4281501489249866
86,0.8006650729193044
87,0.3838535199208695
88,0.3538053624198689
89,0.6825038179709381
90,0.9646441055451426
91,0.41683907588253605
92,0.31495300755388617
93,0.37816755470427904
94,0.590717998520294
95,0.854622450081384
96,0.503681878966776
97,0.8637005258229528
98,0.5638911976047218
99,0.5902612368324739
100,0.31830279128949074
101,0.4272800757918627
102,0.7354701779605533
103,0.3001114689496327
104,0.2852057945352684
105,0.38789560456308264
106,0.36037446765375697
107,0.5552622546803117
108,0.7924512995162515
109,0.34316595163434843
110,0.6040362077783749
111,0.3053184440515346
112,0.7979418036349092
113,0.8369147363027455
114,0.8587984303299038
115,0.9545557760441902
116,0.4541849737096586
117,0.3038680934954514
118,0.29348048429186663
119,0.3452033317327674
120,0.3404755359023357
121,0.7404112899293113
122,0.9462860611357745
123,0.29999102310440867
124,0.38786692947057017
125,0.5579744786297675
126,0.9118293165839514
127,0.7915743747931381
128,0.9382291564572811
129,0.4304378585804594
130,0.3366195980672905
131,0.41032978589802677
132,0.324899843135258
133,0.7414888585752077
134,0.9350939987423211
135,0.8803043329448852
136,0.3135730044965961
137,0.790217037396893
138,0.33364150452395336
139,0.9421631876924909
140,0.5173201927613349
141,0.8457982656082569
142,0.2679770741623744
143,0.36583089877072267
144,0.4648249358481172
145,0.391166158938794
146,0.7081158588318841
147,0.37690685557045506
148,0.4899112176783986
149,0.5486342147838319
150,0.39716339758788904
151,0.4113960685991367
152,0.7143964576718552
153,0.5173294723704592
154,0.6238997895050173
155,0.4980283253663728
156,0.8169276964036629
157,0.4906564551588994
158,0.9558291018263345
159,0.5063319505619077
160,0.8223152774073758
161,0.41592758571103117
162,0.38313591966179145
163,0.4809100715277255
164,0.6693124961291099
165,0.5663244766397185
166,0.48515839239077313
167,0.8238296109876263
168,0.47515082006798814
169,0.9470154321163952
170,0.9515270036755393
171,0.4000385109029702
172,0.36413764283906064
173,0.7709614258174854
174,0.745178707748909
175,0.7653784963392471
176,0.7870126537278916
177,0.4588953936681028
178,0.20509547110230555
179,0.9255351774845728
180,0.9069781765302419
181,0.5132029334066706
182,0.8585063353174238
183,0.39242847865755087
184,0.31594199119649813
185,0.41225179903311737
186,0.5803954782130569
187,0.7467139233321527
188,0.7628557329365714
189,0.6246493915055225
190,0.6352486461577199
191,0.6547323951163643
192,0.756393025216151
193,0.3110651484946476
194,0.4603061109692927
195,0.3624571988935427
196,0.35329746838830545
197,0.26413017531425226
198,0.3270587188036686
199,0.5125806092555346
200,0.4019992349508401
201,0.5056118619172302
202,0.3755658831981654
203,0.28737150848293663
204,0.93825779823716
205,0.2908102007784621
206,0.38682063046231213
207,0.3068066007685802
208,0.3062882595142198
209,0.7721543431716418
210,0.9023402194721787
211,0.48603420487690246
212,0.29807256867683707
213,0.9267064060647076
214,0.3797997496024192
215,0.4645618539935364
216,0.7198619160115453
217,0.36497887540532803
218,0.2971359726642034
219,0.26957165344451245
220,0.44934263888528997
221,0.37605380456836307
222,0.8502738082646997
223,0.33957334018345003
224,0.4911744896075157
225,0.34849943171898495
226,0.42846636312730696
227,0.9498177173651974
228,0.5006982375249205
229,0.4151126157430826
230,0.38150261869157304
231,0.3765358807912034
232,0.3405443485283146
233,0.7632654875798653
234,0.9182225378369955
235,0.7419922054528051
236,0.8874472485279289
237,0.8019470266444001
238,0.7932362413359235
239,0.44922709898811974
240,0.717969275016025
241,0.5554022022595974
242,0.31183126226085855
243,0.6982100015308793
244,0.4170211547662257
245,0.37239041674166273
246,0.321719947200771
247,0.6253068414389992
248,0.37454522163545806
249,0.7492863387236476
250,0.8499593903505268
251,0.42149499852518196
252,0.4430161684375184
253,0.5729366734387739
254,0.3021685060365608
255,0.35677275018563503
256,0.2920120086755448
257,0.40191108053111235
258,0.8449639968657975
259,0.3989926161272763
260,0.938906335592859
261,0.46049529367378655
262,0.42458690126144316
263,0.6474846626785408
264,0.3722461069129313
265,0.33716408454142205
266,0.7946323823847731
267,0.8378557487408433
268,0.531205651872627
269,0.7741444716257871
270,0.34356885728364867
271,0.4778305655280464
272,0.5299089024916083
273,0.36932606023895703
274,0.4476624077039854
275,0.6414195351003187
276,0.9534329132370817
277,0.9214483211838488
278,0.4675906372928991
279,0.3001997410748394
280,0.4174987845029737
281,0.8158247070610306
282,0.7223280283646734
283,0.548856317351715
284,0.34245077269135415
285,0.47453779302642457
286,0.30444663853571946
287,0.3680465685043233
288,0.28705457172654303
289,0.7808372512762262
290,0.24985505058700422
291,0.7498267623407303
292,0.3351991696986416
293,0.5642958185949477
294,0.5542874904513461
295,0.45999904125241464
296,0.30959431404338633
297,0.2071671364264658
298,0.38690347719439205
